date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,consumer_complaint_narrative,company,state,zipcode,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?,complaint_id
03/20/2015,Mortgage,Other mortgage,Settlement process and costs,,"Caliber Home Loans does not have a Single Point of Contact on any file. Ever. They refer you to a "" SPOC Dept ''. You can NEVER get out of their prompt system. They provided a modification agreement without a term and maturity date. 
",,"Caliber Home Loans, Inc",RI,028XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1294207
03/20/2015,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,"Transunion conceals customer service hotline on company website. I had to go to a consumer info sharing site to get the number. I am convinced the number does not appear at all on their own site. 
",,"TransUnion Intermediate Holdings, Inc.",OR,972XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1292866
03/20/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"I wish I could click more than XXXX item above that is an issue, instead I will list them here. 
Asset Recovery, they call under both names, continuously harrasses me on my cell phone and now they have started to contact me at work. Even going so far as to misrepresent themselves as contacting me on behalf of my employer ( while I was at work ) and asking me to confirm my ss # etc. They then laughed when I would n't and said I would most likely be fired. 

They are trying to collect on a debt I DO NOT OWE. My credit is clean. I do not owe XXXX. I contacted XXXX XXXX Services and they said they have no idea what XXXX or Asset Recovery are speaking of. My account is up to date and paid adn has been. 

XXXX/Asset is also saying that there is a lawsuit against me and they are going to inform my employer and I will be fired. I have been cursed at, yelled at and threatened day and night. It 's not stopping and now it 's at my place of my employment when I 've asked them to stop. 

This is a horrible horrible business and it seems there is no recourse. 
",,"Asset Recovery Solutions, LLC",NJ,070XX,,Consent provided,Web,08/24/2015,Closed with explanation,Yes,No,1292474
03/20/2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"Bank of America has endorsed and erected an "" intangible '' system and culture that takes advantage of the FHA program and its borrowers. My experience with Bank of America proved that this was the case and that they were not concerned with what was in my best interest. I did all that I could within my knowledge, diligence, persistence, and power for a favorable outcome on my behalf. The crux of my grievance originates from both my XXXX hard work and expertise in finding Buyers for my property seemingly all for naught. In the beginning of my short sale request, my XXXX Realtor/Broker was able to find a buyer with cash ( proof of financials and legitimate documentation ) which was given to Bank of America during the application process. My XXXX Realtor/Broker informed me that all documents were administered in the "" XXXX System '', but was having difficulty finding them. Neither my Realtor/Broker nor I was informed by Bank of America ( in XXXX through XXXX XX/XX/XXXX ) that changes being made in the XXXX System would hinder the process until after the fact. Because of this, the documentation failed to be processed and I received a decline. Unfortunately, due to my Realtor/Broker 's Mother untimely passing, I elected to switch Brokers. My XXXX Broker found a Buyer right away ( as did my XXXX Broker ) who offered cash ( with all the appropriate proof of financials, authorizations, and documentation ) that offered approximately {$20000.00} more than the first offer. My second XXXX experienced the same Bank of America improprieties and challenges as my first XXXX ( i.e. not being updated by bank officials concerning the status of my short sale request ). My XXXX Broker received XXXX Declinations Letters while working on my behalf. Miscommunication or the lack of communication on the part of Bank of America since the onset of my short sale request, ; lack of continuity and/or inconsistency with bank negotiators managing my file ( where I and my Brokers were rarely able to speak with the same negotiator who was familiar with my case ), ; failure to provide informed updates to my Brokers and me as to the status of my case, ; mishandling of documentation through the "" XXXX '' system and in general by Bank of America, ; and lack of knowledge about the "" XXXX '' system ( which is supposedly the quickest and most effective apparatus in expediting documents of Bank of America short sale professionals ) was customary. I requested the short sale be initiated or reopened at least XXXX times by Bank of America 's Escalation Team, a XXXX XXXX HUD XXXX, and by Bank of America 's Office of The President. I had to go through the cancellation of my modification which took a considerable amount of time because Bank of America short sale professionals did not understand the "" full '' protocols and codes of the modification to short sale process. The preceding Declination Letters stated ... "" I failed to provide the documentation '' without any clear explanation as to what documentation was missing or needed. I had to fax documents to Bank of America 's short sale negotiator via Bank of America Branch in XXXX, Virginia. The Branch professionals notarized and spoke with the negotiator as to what was needed to expedite the process. However, at the application deadline, the negotiator stated that she never received the documents. My XXXX request for short sale was on XXXX XXXX, XX/XX/XXXX. The foreclosure of my home took effect in XXXX XXXX, XX/XX/XXXX. 
",Company chooses not to provide a public response,Bank of America,NJ,080XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1292898
03/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"My wife was laid off on XXXX XXXX, XXXX. Modification request was completed on XXXX XXXX, XXXX. XXXX XXXX XXXX stated, "" We 're unable to complete the review if we are missing documentation, so we may request updated financial information. '' What information did Wells Fargo use to make your final decision if you were missing financial information? This decision was made in XXXX business days from the time my wife was laid off her job. Why was n't the decision based on information provided repeatedly through congressman XXXX office, Faxes from branch Well Fargo offices in XXXX? How can you calculate 42 % of 0.0 income? Why did it take Wells Fargo XXXX business days to make a final decision when you found out my wife was laid off XXXX XXXX XXXX? 

XXXX XXXX XXXX of Wells Fargo stated, "" A review for HAMP Tier II was also completed and we were unable to approve you for a modification because the documentation provided at the time indicated that the modified payment would be more than 42 % of your monthly income. '' On XXXX/XXXX/XXXX XXXX XXXX XXXX of Wells Fargo stated, "" Based on the documentation you provided us, your proposed monthly modified payment would be more than 42 % of your monthly income. We reached this decision by reviewing your monthly income, which is calculated as {$0.00}. '' Based on this information, why did Wells Fargo based final decision on information provided on XXXX XXXX, XXXX? 

Questions we would like Wells Fargo to answer:1. Why Wells Fargo base final decision on information provided on XXXX XXXX, XXXX? 
2. Why was n't the decision based on information provided repeatedly through congressman XXXX office, Faxes from branch Well Fargo offices in XXXX? 
3. How can you calculate 42 % of 0.0 income? 
4. Why did it take Wells Fargo only XXXX business days to make a final decision when you found out my wife was laid off XXXX XXXX XXXX? 
5. How many home owners have been given HAMP Tier II in or around XXXX XXXX, CA which is where we live? 
6. Can we have a HAMP Tier II ASAP or by XXXX XXXX, XXXX because our house will be Trustee sold on XXXX XXXX, XXXX? 
",,Wells Fargo & Company,CA,945XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1292529
03/20/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"The debt, XXXX account was settled and paid with a collection Agency, in XX/XX/XXXX and XX/XX/XXXX, with confirmation numbers and check numbers. I have sent this information to another agency who is trying to collect on the debt, each time I call to verify it 's been taken care of and collection attempts to stop, I keep getting information that is incorrect. The original debt collection agency was XXXX XXXX. I was told on more than XXXX occasion that they could not give me any information because it was archived and they gave me other phone numbers to call. XXXX was the original credit card company and when I called their number the recording stated that they were not taking calls at this time. This was on a Thursday, before XXXX CST. Finally I was able to get in touch with their dispute department, via internet and email, I did get a response that the debt was paid in full along with the account number. I am still having issues with the NEW Collection Firm. 
",,"Portfolio Recovery Associates, Inc.",TX,758XX,,Consent provided,Web,03/20/2015,Closed with non-monetary relief,Yes,No,1292903
03/20/2015,Credit card,,Customer service / Customer relations,,"I have XXXX credit cards with Capital One. I had some financial difficulties and got a couple of months behind on all XXXX cards. 
I called Capital One to make arrangements on XXXX of the cards to pay {$60.00} over XXXX months to get caught up and gave them my bank account info to take the money out automatically. 
XXXX the other XXXX cards, I was able to pay them off in full. I called in to Capital One and made the payments over the phone. 
A few days later, I went online to check that the accounts reflected the new balance and found that each XXXX had a note that say the accounts had been suspended. 
I called in to Capital One to ask what this meant and they said that I could no longer use the accounts but they would remain open and I would still get a yearly charge for them but I could not use them again. 
They did not inform me when they took my money, nearly {$1000.00}, that I would not be able to use the cards anymore. 
Also, when I checked my credit, they reported me for being 120 days late which I was not, and never updated my balances to zero. They are still reporting the old balances. 
",,Capital One,TX,760XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1292579
03/20/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,"Bank XXXX XXXX sent the payoff on XXXX trucks to Blvd Bank, XXXX XXXX Loan Operations Department, on XX/XX/XXXXThe Cashier 's Check was cashed on XX/XX/XXXXBank of XXXX nor I received a lien release on my XX/XX/XXXX Chevy XXXX. When inquiry was made to XXXX XXXX Loan Operations area, they stated they are waiting for the file??? 
This truck was paid off XXXX days ago with a Cashier 's Check. There is no reason the lien release should not be sent out. I do not understand a bank operations area that can be that dysfunctional. This is totally unacceptable financial practice for a financial institution. Where is the fiscal responsibility? 
",,Scottrade Bank,MO,633XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1292528
03/20/2015,Money transfers,Domestic (US) money transfer,Fraud or scam,,"I was scammed into sending money for a XXXX bonus winnings randomly selected and the number they use is XXXX XXXX XXXX XXXX XXXX, New York XXXX and the phone number is ( XXXX ) XXXX 
",,MoneyGram,MO,658XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1292962
03/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"COMPLAINT1. XXXX XXXX ( "" Complainant '' ) has a completed a loss mitigation application with Wells Fargo Home Mortgage ( "" Wells Fargo '' ) and receipt of said application has been acknowledged by Wells Fargo in correspondence dated, XX/XX/XXXX. Exhibit XXXX. 
2. Complainant sent correspondence dated XX/XX/XXXX to Wells Fargo seeking specific answers that Wells Fargo failed and/or refused to answer in previous Qualified Written Request ( "" QWR '' ) and correspondence addressing violation ( s ) of "" Dual Tracking '' while an active and completed Loss Mitigation Application is being processed. Exhibit XXXX. 
3. In separate correspondence from XXXX XXXX XXXX, XXXX. ( "" XXXX '' XXXX, of XXXX, Massachusetts, XXXX has stated that the foreclosure on the property is suspended and that no sale date has been set. 
4. Correspondence sent to XXXX by the Complainant, dated XX/XX/XXXX, also addresses the specific issue of litigation while acknowledged and active loss mitigation is being accomplished. Exhibit XXXX. 
5. Correspondence from Wells Fargo also confirms that there is no active foreclosure and that no sale date has been set. 
6. Furthermore, in a phone conversation on XX/XX/XXXX with XXXX XXXX, Representative in Wells Fargo 's Customer Care and Recovery Group it was conveyed to the Complainant including but not limited to the fact that, "" Foreclosure is not active and that they are not actively seeking a sale date ''. 
7. In the same aforementioned phone conversation, Complainant requested clarification and reason ( s ) why a judicial action involving the Complainant to seek Declaratory Relief to publish foreclosure notices was active despite the completed loss mitigation application. 
8. Complainant, further asked for clarification and reason ( s ) why the petition for declaratory relief did n't violate "" Dual Tracking '' as defined pursuant to 12 CFR 1024.41, et seq., The National Mortgage Settlement Consent Order ( s ), Consumer Financial Protection Rule, Rule X, Office of the Comptroller of the Currency ( "" OCC '' ) Consent Orders, and other applicable statues and orders. 
9. XXXX XXXX was unable to address the specifics or the reason ( s ) as to the petition for declaratory relief to publish foreclosure notice ( s ), and was unaware of such action, except to repeat that no foreclosure action is being initiated against the Complainant. 
10. Furthermore, XXXX queried XXXX XXXX in same phone conversation as to the reason ( s ) for a guardian ad litem ( "" GAL '' ) and what party was paying the legal fees for the GAL, in the action to seek declaratory relief against the Complainant. 
11. Furthermore, XXXX XXXX indicated in his four years in the office at Wells Fargo he had never dealt with a client that was involved with a GAL in a foreclosure proceeding. 
12. Despite the active loss mitigation application, the action to seek a declaratory judgment to publish foreclosure notice ( s ) continues to the detriment of the Complainant and others. 
13. Complainant is forced to continue to expend, resources including substantial time and money defending a separate action which seeks to set dates and publish foreclosure notices while a completed and acknowledged loss mitigation application is being considered in violation of Dual Tracking. 
RELIEF SOUGHT14. Complainant seeks assistance to end the practice of Dual Tracking, which involved and is not limited to the petition for declaratory judgment to publish foreclosure notice ( s ) and date ( s ) for foreclosure on the subject property. 
15. Furthermore, Complainant seeks assistance in requiring Wells Fargo to answer questions in recently sent QWRs completely or give specific reason ( s ) why such question will not be answered. 
",,Wells Fargo & Company,NH,038XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1292998
03/20/2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"This isnt my debt 
",,Nationstar Mortgage,TX,770XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1293006
03/20/2015,Bank account or service,Checking account,Deposits and withdrawals,,"US Bank had XXXX accounts under my name and I thought you could write a check for XXXX account to deposit it into the other account, because XXXX account I thought had overdraft protection. XXXX disagreed with me and said that I was XXXX XXXX '' checks. I 'm XXXX and I feel she reported me to Chex Systems for a poor reason, granted that I was confused and had no idea this was n't allowed. She took advantage of my XXXX. 
",Company chooses not to provide a public response,U.S. Bancorp,IL,606XX,,Consent provided,Web,03/20/2015,Closed with non-monetary relief,No,No,1293023
03/20/2015,Credit reporting,,Incorrect information on credit report,Information is not mine,"Equifax refuses to remove erroneous information from my credit report. They said I can put a statement. But whats so funny is the company reporting the information XXXX, XXXX is out of business and they refuse to give me their phone number. 
",,Equifax,VA,234XX,,Consent provided,Web,03/20/2015,Closed with non-monetary relief,Yes,No,1294283
03/20/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"I have NEVER had a credit card with XXXX XXXX XXXX. This debt is being shopped around to several collection agencies dumb enough to buy it. This is NOT my debt and I will NOT be paying it. 
",,Resurgent Capital Services L.P.,IN,463XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,Yes,1294214
03/20/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,"I have successfully contact the debt collector to arrange my file but i was told that they could not provide me with the information. i was asking to find out what is it that they are charging me for ( invoices, letter, etc ). They did not provide the information for my inquiry. 
",,"National Credit Systems,Inc.",FL,328XX,,Consent provided,Web,03/20/2015,Closed with explanation,No,Yes,1293062
03/20/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"Wells Fargo foreclosed on my XXXX-year-old mother 's home in XXXX, as she was unable to pay a mortgage refinance that did not seek out nor could support on her Social Security and XXXX XXXX retirement. Unscrupulous salespersons contacted my mom many times to get her to refinance her house at a rate she could not afford and terms she could never repay. She purchased her home in XX/XX/XXXX for {$25000.00}, and houses in her area are currently appraised in the $ 55,000- {$75000.00} range. Mom finally relented and agreed to the refinance XX/XX/XXXX, 15 months after she had suffered a debilitating stroke, when she especially needed any extra money to offset healthcare costs. The loan amount was for {$180000.00} ( based on a grossly inflated appraisal ), and it appears Mom 's income was fabricated to qualify for the loan. It is an adjustable rate mortgage, with an above market start rate of 7.35 %, but it could ONLY go up because 7.35 % was also the floor for the mortgage. To make matters worse, the loan had a five percent pre-payment penalty during the first two years. The loan also had a 40 year amortization schedule, but was for a 30 year term, meaning that Mom would have a substantial balloon payment of over {$100000.00} due in XX/XX/XXXX, when she would be almost XXXX years old. Mom tells me that she contacted Wells Fargo on a number of occasions to seek a loan modification. Each time Mom says that her paperwork would be lost by Wells Fargo, or she says that additional documentation was requested ( even though Mom believes the documents were previously submitted, multiple times ). At one point, a representative told Mom that she was ineligible for a modification because her loan was current. When she finally fell behind, she says she was told that she was not eligible for a modification because her loan was in default. Mom says her multiple requests for a modification were never approved, yet she believes that she never received any kind of acceptable explanation as to the basis for the denial. At this point, she will very likely lose the home she has had retrofitted with a number of items that help Mom function more normally, such as pull up bars and other items that compensate for her XXXX and assist her with every day activities. My XXXX siblings and I were not aware of the situation until after the foreclosure occurred this past XXXX. Between us we have cobbled together our available cash, which exceeds the price that Wells Fargo paid at auction, and offered to buy the house from the bank in the hope they will see that it is in everyone 's best interest to do so. Unfortunately, we hold out little hope that they will accept it, since they have told us on the phone that, as family members, we are "" at arm 's length '' to the transaction and would be ineligible to purchase the home for her. Regardless of what happens in our case, we hope to alert others to these unscrupulous practices and encourage our lawmakers and regulators to rein in such abusive practices immediately, to spare others the same pain our family has endured. 
",,Wells Fargo & Company,MS,386XX,"Older American, Servicemember",Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1293126
03/20/2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"Bank of America continues to charge me late fees within the 30 day window. I pay my mortgage within the 30 day window, i.e. my payment is due XXXX XXXX and I pay before XXXX XXXX and they charge me a {$90.00} late fee 
",Company chooses not to provide a public response,Bank of America,IL,605XX,,Consent provided,Web,03/20/2015,Closed with monetary relief,Yes,No,1293159
03/20/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,"I am hoping you can help me resolve what I feel is unfair reporting and unclear communication with a prior lender about an old account in default. 
This is in regards to my auto loan previously with XXXX finance which is now Ally Financial. I did voluntarily repo the car however they are currently not showing accurate pay history on my credit report and have not communicated when this will be removed due to the 7 year rule. From my understanding of the fair credit reporting act a creditor is supposed to remove and no longer report a negative item 7 years from the XXXX late payment or negative information is shown. 
The account number for this account is XXXXMy name is XXXX XXXXMy Social is XXXX. 

I have disputed with both the credit buros and sent a letter to XXXX. I received a form letter response but they did not answer my question regarding my pay history and when they would cease reporting this negative information on my credit report. 

I would like this removed as soon as possible and if they feel this is not yet supposed to be removed legally I am at least owed a very clear explanation of when it is scheduled to be removed. 

Ally 's address isAlly FinancialXXXX XXXX XXXX, MN XXXX have not found a working phone number to discuss this with their credit reporting department. 

Thanks you, XXXX XXXX ( cel ) 
",Company chooses not to provide a public response,Ally Financial Inc.,NY,111XX,,Consent provided,Web,04-01-2015,Closed with non-monetary relief,Yes,No,1293208
03/20/2015,Credit card,,Credit card protection / Debt protection,,"I have used my credit card issued by XXXX Credit to make a purchase at XXXX XXXX. When I checked my credit card activity online I have realized that I have a PENDING charge for my purchase and other PENDING charge from XXXX XXXX XXXX. Please, see below and read the little print that it even EFFECTS my AVAILABLE CREDIT:XXXX PENDING XXXX CA XXXX XXXX $ XXXX PENDING XXXX CA XXXX XXXX $ XXXX Recent activity may not reflect all pending fees and charges*** This transaction is pending, which means it is not yet posted to your account or included in your Current Balance, but it may impact your Available Credit. The transaction should post within XXXX hours. Some transactions amounts may be rounded to the next highest XXXX amountWhat happens is this : the {$11.00} will never show as a balance on my credit card statement. It will go from pending to not showing at all. Someone is using my credit as a short term free loan. How is that possible. How can someone abuse my credit and get some free funds on me. The same thing just happened to my husband purchasing gas at XXXX. A gas purchase and a non-related charge from some unknown company. Please, see the supporting documentation. 

The XXXX XXXX is issued by Synchrony Bank pursuant to a license from XXXX XXXX XXXX. XXXX is a registered trademark of XXXX XXXX XXXX. 

Thank you. 
",,Synchrony Financial,CA,957XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1293225
03/20/2015,Credit reporting,,Credit monitoring or identity protection,Billing dispute,"Paid for Credit Monitoring, XXXX, {$19.00} per month, XXXX/XXXX/15 called back XXXX/XXXX/15 at approx XXXX : XXXX to cancel and was told that you could not cancel XXXX, they would charge. They would cancel it effective XXXX XXXX. I explained that I did not have a opportunity to really understand what I had signed up for. Since I had a chance to talk to other and realize I already had similar services, I called back to cancel and they said "" TOO BAD ''. I would like my money back. 
",,Equifax,MO,657XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1293229
03/20/2015,Credit card,,Other fee,,"I have been with Best Buy credit card for a couple years now. I have recently notice that on the last statement I have a charge from XXXX XXXX. I was going to dispute the charge on the best buy credit card site but the option was not availible. I went back each statement and noticed I 've been charge a fee every month. I 'm starting to wondering if this has the the case since I 've had the credit card. This really makes me want to pay off my card and never do business with Best Buy again. I have never signed up for this service nor would I ever want this. I will only stick to my local credit card provided by my credit union. 

The fee is on my statementsXXXX of 2014 
",,Citibank,MN,564XX,,Consent provided,Web,03/20/2015,Closed with monetary relief,Yes,Yes,1293250
03/26/2015,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,"I have tried to request my annual credit reports from all three credit reporting agencies. ( XXXX, Experian, & XXXX ). After asking for my general information, and my social security number, date of birth, etc., I was asked XXXX or XXXX questions about my checking account, if a home i currently live in or did live in is in a specific town, if i worked at a certain company, etc. I went through this XXXX ( because it timed out both times ) but the XXXX time I had a problem because I had to look for the deed to my home, to see the exact year it was built, the question was ridiculous. It asked the year it was built, not the approx. year it was built, but the year it was built. I bought the home in XX/XX/XXXX. It was built ( i have since found out ) in XX/XX/XXXX. I knew it was around then, but not exactly that year. The answers to the questions were : XX/XX/XXXX-XX/XX/XXXX or XX/XX/XXXX-XX/XX/XXXX. I mean, if i was guessing, which is what i would have been doing, it could have gone either way XXXX XXXX??? it ends up i can not get my reports on line now. I am very upset about this. The people generating these questions should think a bit before putting them out there. I recently had to answer a question for my bank and it was about a cousin of mine and if he owned land in some state, I havent even seen him in years. It is ridiculous. 

regards 
",Company chooses not to provide a public response,Experian,GA,300XX,,Consent provided,Web,03/26/2015,Closed with non-monetary relief,Yes,No,1302077
03/26/2015,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"They are calling upwards of XXXX times a day, often with repeated phone calls occurring within minutes of each other. They are also switching phone numbers every few days, making it very difficult to get them to stop calling. 

In addition this company, despite having called in excess of XXXX times, has never left a single voice mail message. 

Finally, based on the calling pattern and lack of messages, it appears that the company is improperly using automatic dialers ( ie, robo dialing ), which we have never given consent to, putting them in violation of the the XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 
",,Encore Capital Group,CA,921XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1302074
03/26/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I have informed credit reporting agencies about my issue and waiting for the answer from them, Mean while I heard about CFPB and thought To file an complaint. I used in XXXX 2013 a company call freight center in XXXX to ship household items to XXXX, there was XXXX pallets, as per my knowledge weight was under XXXXlb on each pallet and paid in advance some of {$2800.00} to freight center, they over charged me as per the quote so I called them and they gave me credit for an amount {$85.00} same day. After 4 weeks from delivery of my house hold goods they are coming back with additional {$1000.00} for additional cost which I did not get it, there fore I refuse to pay them an hidden cost and know I see they have hired collection company called XXXX, is showing on my credit report, I am going to attached a proof of documents to prove the payment was maid thru credit card. There fore I request CFPB to investigate and help me to remove this negative item from my credit report, which is affecting me on my business and raised up my family. I am also attaching my credit report to show CFPB I have very good payment history, Thank you. 
SincerelyXXXX XXXX XXXX 
",,"Hunter Warfield, Inc.",HI,968XX,,Consent provided,Web,04-02-2015,Closed with explanation,Yes,No,1301732
03/26/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"I applied for modification in XXXX of XXXX, where my income has plummeted due to collapsed economy, and where President Obama administration issued new laws and regulations, to help distressed homeowners to stay in their homes. I applied for modification with Bank of America in hope my mortgage will be modified. My hardship was in low income, loss of co-signer, who no longer lived with me and is married and lives elsewhere, loss of child support.That is when my American dream became American nightmare. My case managers have been changed constantly, and all documentation sent in was not enough, new documents requested, and with every new manager to the case same documents requested over and over again, claiming did not upload or did not have it. At XXXX instance as I was faxing documents thru BofA branch on XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX, XXXX pages, few days later I was called that documents did not arrive in requested time and modification is no longer considered. My most sensitive documentation such as tax returns and such, was "" misdialed '' and sent to unknown recipient. I asked for letter of explanation, but never heard anything from Bofa. In XXXX I pursued modification in XXXX thru NACA, in XXXX. After three days of providing documents, I was only verbally informed by BofA representative, that my payment would be {$560.00}, and that I can not afford. I questioned about this process, there was no record of such event. Also in XXXX, Bofa was sent a check from my City into an escrow acct, which was a mistake, when questioned, I was told there is no overpayment. I made my payments in full, escrow was paid XXXX that year.In XXXX XXXX I was offered modification trial payment period for four months, XXXX thru XXXX. NO conditions of such modification were disclosed. I was ordered by Bofa to make lower payments {$840.00}. In hopes and despair I agreed to unknown. I was told to send check via mail, not thru my electronic banking. I did that. After this period I was presented modification package Extending my mortgage for additional 40 years. BofA sent a person to my home to collect these signed documents immediatelly. This startled me as thsi is not any standard procedure I ever heard of bank conducting. I questioned and was told by XXXX XXXX, that I will never receive modification I wanted, or I expected. I questioned about TARP moneys Bank received to help homeowners to reduce principal. I was told BofA, or investor, Fannie Mae, do not participate in reduction of principal, and that this was only for participants of a law suit which I was not part of. I hesitated to sign such documents, yet later I did and sent into XXXX locations of Bofa,. North Carolina, Colorado, Texas. BofA never acknowledged to receive it. I started receiving over again same applications and was asked to submit same documents I did previously many times. I spoke to my again new case manager on the phone on XXXX XXXX, I was told they have all documents they needed from me. She was to give me follow up call on XXXX XXXX. She did not. I 'm not able to get any answers from BofA. Last I received in XXXX day on XXXX XXXX XXXX, XXXX packages XXXX. XXXX stating we are no longer actively reviewing your application for loan assistance because we did not receive requested documents. XXXX stating We have received your initial borrowers package. XXXX stated We need more information to continue evaluating your home loan for assistance, containing whole application package over again, I should provide by XXXX XXXX. I received a letter stating my loan is transferred to an other XXXX, XXXX, XXXX on XXXX XXXX XXXX. It is absolute mess and I have been tortured for 6 years, this is inhumane practices by the bank, carefully calculated to discourage and disgust consumers to pursue. At XXXX day of trial payments Bofa put "" late payments '' on my credit. 
",Company chooses not to provide a public response,Bank of America,MI,483XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,Yes,1303684
03/26/2015,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"originally owed a credit card debt to XXXX XXXX bank back in XX/XX/XXXX that apparently was closed in XX/XX/XXXX an sold to collections for the amount owed {$2500.00}. Was unable at that time to take care of it and thought it was unusually long for them to keep the debt opened for so long before closing it. Am trying to fix credit now but new collector ( midland funding ) is now charging almost double the original amount - {$4000.00}. please help it is the only debt holding me back from succeeding in any business and they are not willing to give any explanations for this old credit card debt. 
",,Encore Capital Group,CA,914XX,,Consent provided,Web,03/26/2015,Closed with non-monetary relief,Yes,No,1302079
03/20/2015,Debt collection,Non-federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,"They have been calling me XXXX times a day, XXXX every hour on the hour from XXXX to XXXX. Sending mail to my house, looked up my mother, brother and father on public record and called them about my loan, call from a blocked number and have lied about it. Lied to my brother saying I listed him as a reference ( I did not ). Then when I asked how they got the information, they told me they looked it up on public record. I told them it was XXXX, they told me it was not. I have emailed them saying it 's XXXX, yet they continue to call. 
",,"Navient Solutions, Inc.",AZ,857XX,,Consent provided,Web,03/20/2015,Closed with explanation,Yes,No,1293287
03/26/2015,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"I have been receiving emails using a XXXX address from a XXXX XXXX claiming to be an attorney representing US Fast Cash XXXX threatening legal action up to and including prosecution if I do not pay an amount of {$950.00}. I have never had any dealings or even heard of this company. When I asked for the company phone number and address, XXXX XXXX failed to provide it. 
",,"MNE Services, Inc",IN,462XX,,Consent provided,Web,03/26/2015,Closed with explanation,Yes,No,1302085
03/26/2015,Bank account or service,Checking account,Deposits and withdrawals,,"In my report is u.s.bank which I never used and it was reported as account abuse, reported on XXXX/XXXX/XX/XX/2011 the amount of XXXX I never put any type of money in that account or had any checks for it either, so I would like to dispute this file the routing # XXXX and the account # ends in XXXX 
",Company chooses not to provide a public response,U.S. Bancorp,CA,924XX,,Consent provided,Web,03/31/2015,Closed with explanation,Yes,No,1302086
